"d";"g";"c";"sc";"p";"ccif";"glosa_ccif"
"12";"3";"1";"01";"00";"12.3.1.01.00";"GASTOS NO DESGLOSADOS EN SEGUROS Y SERVICIOS FINANCIEROS"
"12";"3";"1";"01";"01";"12.3.1.01.01";"GASTOS NO DESGLOSADOS EN SEGUROS Y SERVICIOS FINANCIEROS"
"13";"0";"0";"00";"00";"13.0.0.00.00";"CUIDADO PERSONAL, ASISTENCIA SOCIAL Y BIENES Y SERVICIOS DIVERSOS"
"13";"1";"0";"00";"00";"13.1.0.00.00";"CUIDADO PERSONAL"
"13";"1";"1";"00";"00";"13.1.1.00.00";"APARATOS ELÉCTRICOS PARA EL CUIDADO PERSONAL (SD)"
"13";"1";"1";"01";"00";"13.1.1.01.00";"APARATOS ELÉCTRICOS PARA EL CUIDADO PERSONAL (SD)"
"13";"1";"1";"01";"01";"13.1.1.01.01";"APARATOS ELÉCTRICOS PARA CORTAR PELO, BARBA Y DEPILAR"
"13";"1";"1";"01";"02";"13.1.1.01.02";"APARATOS ELÉCTRICOS PARA ALISAR, PLANCHAR, PEINAR Y ONDULAR EL PELO"
"13";"1";"1";"01";"03";"13.1.1.01.03";"SECADORES DE PELO"
"13";"1";"1";"01";"99";"13.1.1.01.99";"OTROS APARATOS ELÉCTRICOS PARA EL CUIDADO PERSONAL N.C.P."
"13";"1";"1";"02";"00";"13.1.1.02.00";"REPARACIÓN DE APARATOS ELÉCTRICOS PARA EL CUIDADO PERSONAL (S)"
"13";"1";"1";"02";"01";"13.1.1.02.01";"REPARACIÓN DE APARATOS ELÉCTRICOS PARA EL CUIDADO PERSONAL"
"13";"1";"2";"00";"00";"13.1.2.00.00";"OTROS APARATOS, ARTÍCULOS Y PRODUCTOS PARA EL CUIDADO PERSONAL (ND)"
"13";"1";"2";"01";"00";"13.1.2.01.00";"ARTÍCULOS NO ELÉCTRICOS PARA EL CUIDADO PERSONAL (ND)"
"13";"1";"2";"01";"01";"13.1.2.01.01";"MÁQUINAS DE AFEITAR NO ELÉCTRICAS"
"13";"1";"2";"01";"02";"13.1.2.01.02";"ARTÍCULOS Y ACCESORIOS NO ELÉCTRICOS PARA EL CABELLO"
"13";"1";"2";"01";"03";"13.1.2.01.03";"PELUCAS Y EXTENSIONES"
"13";"1";"2";"01";"04";"13.1.2.01.04";"ARTÍCULOS PARA LA HIGIENE DENTAL"
"13";"1";"2";"01";"05";"13.1.2.01.05";"BALANZAS PERSONALES"
"13";"1";"2";"01";"99";"13.1.2.01.99";"OTROS ARTÍCULOS NO ELÉCTRICOS PARA EL CUIDADO PERSONAL N.C.P."
"13";"1";"2";"02";"00";"13.1.2.02.00";"ARTÍCULOS PARA LA HIGIENE Y CUIDADO PERSONAL (ND)"
"13";"1";"2";"02";"01";"13.1.2.02.01";"CHAMPÚS, BÁLSAMOS Y ACONDICIONADORES"
"13";"1";"2";"02";"02";"13.1.2.02.02";"JABONES Y GEL DE DUCHA"
"13";"1";"2";"02";"03";"13.1.2.02.03";"CREMAS Y ESPUMAS DE AFEITAR"
"13";"1";"2";"02";"04";"13.1.2.02.04";"CREMAS, ACEITES Y LOCIONES CORPORALES"
"13";"1";"2";"02";"05";"13.1.2.02.05";"DESODORANTES Y ANTITRANSPIRANTES"
"13";"1";"2";"02";"06";"13.1.2.02.06";"TALCOS"
"13";"1";"2";"02";"07";"13.1.2.02.07";"PASTAS, ENJUAGUES E HILOS PARA LA LIMPIEZA DENTAL"
"13";"1";"2";"02";"08";"13.1.2.02.08";"PAÑUELOS DESECHABLES"
"13";"1";"2";"02";"09";"13.1.2.02.09";"PAPEL HIGIÉNICO"
"13";"1";"2";"02";"10";"13.1.2.02.10";"PAÑALES DESECHABLES PARA BEBÉ"
"13";"1";"2";"02";"11";"13.1.2.02.11";"PROTECTORES HIGIÉNICOS Y PRODUCTOS PARA LA MENSTRUACIÓN"
"13";"1";"2";"02";"12";"13.1.2.02.12";"BLOQUEADORES SOLARES"
"13";"1";"2";"02";"99";"13.1.2.02.99";"OTROS ARTÍCULOS DE HIGIENE PERSONAL Y CUIDADO PERSONAL N.C.P."
"13";"1";"2";"03";"00";"13.1.2.03.00";"ARTÍCULOS COSMÉTICOS (ND)"
"13";"1";"2";"03";"01";"13.1.2.03.01";"COSMÉTICOS PARA EL ROSTRO"
"13";"1";"2";"03";"02";"13.1.2.03.02";"COSMÉTICOS PARA MANOS Y UÑAS"
"13";"1";"2";"03";"03";"13.1.2.03.03";"COSMÉTICOS PARA EL CABELLO"
"13";"1";"2";"03";"04";"13.1.2.03.04";"FRAGANCIAS, PERFUMES Y COLONIAS"
"13";"1";"2";"03";"05";"13.1.2.03.05";"CERAS Y PRODUCTOS SIMILARES PARA DEPILACIÓN"
"13";"1";"2";"03";"06";"13.1.2.03.06";"BRONCEADORES Y AUTOBRONCEANTES"
"13";"1";"2";"03";"88";"13.1.2.03.88";"ARTÍCULOS COSMÉTICOS Y DE BELLEZA NO DESGLOSADOS"
"13";"1";"2";"03";"99";"13.1.2.03.99";"OTROS ARTÍCULOS COSMÉTICOS N.C.P."
"13";"1";"3";"00";"00";"13.1.3.00.00";"SALONES DE BELLEZA Y ESTABLECIMIENTOS PARA EL CUIDADO PERSONAL (S)"
"13";"1";"3";"01";"00";"13.1.3.01.00";"SERVICIOS DE PELUQUERÍAS (S)"
"13";"1";"3";"01";"01";"13.1.3.01.01";"SERVICIOS DE PELUQUERÍAS"
"13";"1";"3";"02";"00";"13.1.3.02.00";"TRATAMIENTOS DE CUIDADO PERSONAL (S)"
"13";"1";"3";"02";"01";"13.1.3.02.01";"SERVICIOS Y TRATAMIENTOS DE BELLEZA FACIAL"
"13";"1";"3";"02";"02";"13.1.3.02.02";"SERVICIOS DE MANICURA Y PEDICURA"
"13";"1";"3";"02";"03";"13.1.3.02.03";"SERVICIOS DE DEPILACIÓN"
"13";"1";"3";"02";"04";"13.1.3.02.04";"SERVICIOS DE MASAJE CORPORAL NO TERAPÉUTICO"
"13";"1";"3";"02";"05";"13.1.3.02.05";"SERVICIOS DE BAÑOS TURCOS Y SAUNAS"
"13";"1";"3";"02";"06";"13.1.3.02.06";"SERVICIOS DE CENTROS DE SOLÁRIUM Y BRONCEADO"
"13";"1";"3";"02";"07";"13.1.3.02.07";"SERVICIOS DE PIERCING, TATUAJES Y PERFORACIONES"
"13";"1";"3";"02";"99";"13.1.3.02.99";"OTROS TRATAMIENTOS DE CUIDADO PERSONAL N.C.P."
"13";"2";"0";"00";"00";"13.2.0.00.00";"OTROS ARTÍCULOS PERSONALES"
"13";"2";"1";"00";"00";"13.2.1.00.00";"JOYAS Y RELOJES (D)"
"13";"2";"1";"01";"00";"13.2.1.01.00";"JOYAS Y RELOJES (D)"
"13";"2";"1";"01";"01";"13.2.1.01.01";"PIEDRAS PRECIOSAS, SEMIPRECIOSAS Y METALES PRECIOSOS"
"13";"2";"1";"01";"02";"13.2.1.01.02";"JOYAS DE PIEDRAS Y METALES PRECIOSOS O ENCHAPADAS EN METALES PRECIOSOS"
"13";"2";"1";"01";"03";"13.2.1.01.03";"JOYAS DE BISUTERÍA"
"13";"2";"1";"01";"04";"13.2.1.01.04";"RELOJES DE USO PERSONAL, CRONÓMETROS Y SIMILARES"
"13";"2";"1";"02";"00";"13.2.1.02.00";"REPARACIÓN Y ARRIENDO DE JOYAS Y RELOJES (S)"
"13";"2";"1";"02";"01";"13.2.1.02.01";"REPARACIÓN Y ARRIENDO DE JOYAS Y RELOJES"
"13";"2";"2";"00";"00";"13.2.2.00.00";"ARTÍCULOS DE DEVOCIÓN Y ARTÍCULOS PARA CELEBRACIONES RELIGIOSAS Y RITUALES (SD)"
"13";"2";"2";"01";"00";"13.2.2.01.00";"ARTÍCULOS DE DEVOCIÓN Y ARTÍCULOS PARA CELEBRACIONES RELIGIOSAS Y RITUALES (SD)"
"13";"2";"2";"01";"01";"13.2.2.01.01";"ARTÍCULOS DE DEVOCIÓN Y ARTÍCULOS PARA CELEBRACIONES RELIGIOSAS Y RITUALES"
"13";"2";"9";"00";"00";"13.2.9.00.00";"OTROS ARTÍCULOS PERSONALES N.C.P. (SD)"
"13";"2";"9";"01";"00";"13.2.9.01.00";"ARTÍCULOS DE VIAJE, ARTÍCULOS PARA BEBÉS Y OTROS ARTÍCULOS PERSONALES N.C.P. (SD)"
"13";"2";"9";"01";"01";"13.2.9.01.01";"MALETAS"
"13";"2";"9";"01";"02";"13.2.9.01.02";"BOLSOS DE VIAJE Y DEPORTIVOS"
"13";"2";"9";"01";"03";"13.2.9.01.03";"MOCHILAS Y PORTA LONCHERAS"
"13";"2";"9";"01";"04";"13.2.9.01.04";"MALETINES Y CARTERAS"
"13";"2";"9";"01";"05";"13.2.9.01.05";"OTROS ARTÍCULOS PARA EL TRANSPORTE DE EFECTOS PERSONALES"
"13";"2";"9";"01";"06";"13.2.9.01.06";"ARTÍCULOS PARA EL TRANSPORTE DE BEBÉS"
"13";"2";"9";"01";"07";"13.2.9.01.07";"ARTÍCULOS Y ACCESORIOS MATERNALES Y PARA BEBÉS"
"13";"2";"9";"01";"08";"13.2.9.01.08";"ARTÍCULOS PARA FUMADORES"
"13";"2";"9";"01";"09";"13.2.9.01.09";"LENTES PARA EL SOL"
"13";"2";"9";"01";"10";"13.2.9.01.10";"ARTÍCULOS PERSONALES PARA LA PROTECCIÓN DEL SOL Y LA LLUVIA"
"13";"2";"9";"01";"11";"13.2.9.01.11";"ARTÍCULOS FUNERARIOS"
"13";"2";"9";"01";"99";"13.2.9.01.99";"OTROS ARTÍCULOS PERSONALES DIVERSOS N.C.P."
"13";"2";"9";"02";"00";"13.2.9.02.00";"REPARACIÓN Y ARRIENDO DE OTROS ARTÍCULOS PERSONALES N.C.P. (S)"
"13";"2";"9";"02";"99";"13.2.9.02.99";"REPARACIÓN Y ARRIENDO DE OTROS ARTÍCULOS PERSONALES N.C.P."
"13";"3";"0";"00";"00";"13.3.0.00.00";"SERVICIOS DE CUIDADO Y ASISTENCIA SOCIAL"
"13";"3";"1";"00";"00";"13.3.1.00.00";"ASISTENCIA SOCIAL (S)"
"13";"3";"1";"01";"00";"13.3.1.01.00";"SERVICIOS DE CUIDADO INFANTIL FUERA DEL HOGAR (S)"
"13";"3";"1";"01";"01";"13.3.1.01.01";"SERVICIOS DE CUIDADO INFANTIL FUERA DEL HOGAR"
"13";"3";"1";"02";"00";"13.3.1.02.00";"CASAS DE REPOSO, HOGARES PARA PERSONAS MAYORES Y RESIDENCIAS PARA PERSONAS EN SITUACIÓN DE DISCAPACIDAD, SIN ATENCIÓN MÉDICA (S)"
"13";"3";"1";"02";"01";"13.3.1.02.01";"CASAS DE REPOSO Y HOGARES PARA PERSONAS MAYORES SIN ATENCIÓN MÉDICA"
"13";"3";"1";"02";"02";"13.3.1.02.02";"RESIDENCIAS PARA PERSONAS EN SITUACIÓN DE DISCAPACIDAD SIN ATENCIÓN MÉDICA"
"13";"3";"1";"03";"00";"13.3.1.03.00";"SERVICIOS DE CUIDADOS DOMICILIARIOS PARA PERSONAS MAYORES Y PERSONAS EN SITUACIÓN DE DISCAPACIDAD (S)"
"13";"3";"1";"03";"01";"13.3.1.03.01";"SERVICIOS DE CUIDADOS DOMICILIARIOS PARA PERSONAS MAYORES Y PERSONAS EN SITUACIÓN DE DISCAPACIDAD"
"13";"3";"1";"09";"00";"13.3.1.09.00";"OTROS SERVICIOS DE ASISTENCIA SOCIAL (S)"
"13";"3";"1";"09";"01";"13.3.1.09.01";"OTROS SERVICIOS DE ASISTENCIA SOCIAL"
"13";"9";"0";"00";"00";"13.9.0.00.00";"OTROS SERVICIOS"
"13";"9";"1";"00";"00";"13.9.1.00.00";"OTROS SERVICIOS (S)"
"13";"9";"1";"01";"00";"13.9.1.01.00";"TRABAJADORES SEXUALES (S)"
"13";"9";"1";"01";"01";"13.9.1.01.01";"TRABAJADORES SEXUALES"
"13";"9";"1";"02";"00";"13.9.1.02.00";"SERVICIOS RELIGIOSOS (S)"
"13";"9";"1";"02";"01";"13.9.1.02.01";"SERVICIOS RELIGIOSOS"
"13";"9";"1";"09";"00";"13.9.1.09.00";"OTROS SERVICIOS N.C.P. (S)"
"13";"9";"1";"09";"01";"13.9.1.09.01";"PAGOS POR SERVICIOS DE ASESORAMIENTO JURÍDICO"
"13";"9";"1";"09";"02";"13.9.1.09.02";"PAGOS POR OTROS SERVICIOS PROFESIONALES"
"13";"9";"1";"09";"03";"13.9.1.09.03";"PAGOS POR SERVICIOS FUNERARIOS"
"13";"9";"1";"09";"04";"13.9.1.09.04";"PAGOS POR SERVICIOS DE CEMENTERIOS"
"13";"9";"1";"09";"05";"13.9.1.09.05";"PAGOS POR SERVICIOS DE AGENTES INMOBILIARIOS, CORREDORES DE PROPIEDADES Y OTROS INTERMEDIARIOS"
"13";"9";"1";"09";"06";"13.9.1.09.06";"PAGOS POR FOTOCOPIAS, IMPRESIONES, ANILLADOS, EMPASTADOS Y OTROS SERVICIOS DE REPRODUCCIÓN DE DOCUMENTOS"
"13";"9";"1";"09";"07";"13.9.1.09.07";"PAGOS POR LA EMISIÓN DE CERTIFICADOS Y OTROS DOCUMENTOS ADMINISTRATIVOS"
"13";"9";"1";"09";"08";"13.9.1.09.08";"PAGOS POR SERVICIOS DE PRODUCCIÓN DE EVENTOS NO RELIGIOSOS SIN BANQUETERÍA"
"13";"9";"1";"09";"09";"13.9.1.09.09";"PAGOS POR CUOTAS DE CURSO Y OTROS PAGOS RELACIONADOS A CELEBRACIONES Y ACTIVIDADES ESCOLARES"
"13";"9";"1";"09";"10";"13.9.1.09.10";"PAGOS POR CUOTAS A ORGANIZACIONES PRIVADAS SIN FINES DE LUCRO"
"13";"9";"1";"09";"11";"13.9.1.09.11";"PAGOS POR AVISOS Y ANUNCIOS EN LA PRENSA"
"13";"9";"1";"09";"12";"13.9.1.09.12";"PAGOS POR MESADAS"
"13";"9";"1";"09";"99";"13.9.1.09.99";"PAGOS POR OTROS SERVICIOS N.C.P."
"13";"9";"2";"00";"00";"13.9.2.00.00";"GASTOS NO DESGLOSADOS EN CUIDADO PERSONAL, ASISTENCIA SOCIAL Y BIENES Y SERVICIOS DIVERSOS"
"13";"9";"2";"01";"00";"13.9.2.01.00";"GASTOS NO DESGLOSADOS EN CUIDADO PERSONAL, ASISTENCIA SOCIAL Y BIENES Y SERVICIOS DIVERSOS"
"13";"9";"2";"01";"01";"13.9.2.01.01";"GASTOS NO DESGLOSADOS EN CUIDADO PERSONAL, ASISTENCIA SOCIAL Y BIENES Y SERVICIOS DIVERSOS"
